customer_id,job_category,last_booking_date,days_since_last_booking,churn_threshold,is_churned
1613,business_traveler,2026-03-03,8,180,0
667,business_traveler,2026-02-23,16,180,0
4102,occasional_visitor,2024-09-20,537,365,1
3602,vacation_traveler,2026-01-28,42,90,0
481,occasional_visitor,2024-12-08,458,365,1
4645,vacation_traveler,2025-11-24,107,90,1
2675,vacation_traveler,2026-03-08,3,90,0
1804,occasional_visitor,2025-08-17,206,365,0
438,vacation_traveler,2026-03-02,9,90,0
382,vacation_traveler,2025-05-17,298,90,1
2579,business_traveler,2026-03-08,3,180,0
2526,vacation_traveler,2025-08-09,214,90,1
378,business_traveler,2025-12-25,76,180,0
2073,occasional_visitor,2025-05-12,303,365,0
3717,vacation_traveler,2025-12-18,83,90,0
1349,occasional_visitor,2023-11-30,832,365,1
4199,occasional_visitor,2025-02-11,393,365,1
3378,business_traveler,2026-03-07,4,180,0
799,occasional_visitor,2022-09-26,1262,365,1
4808,occasional_visitor,2025-07-14,240,365,0
4081,vacation_traveler,2026-02-07,32,90,0
1044,occasional_visitor,2025-12-11,90,365,0
4893,business_traveler,2026-01-08,62,180,0
4967,occasional_visitor,2025-04-02,343,365,0
3786,business_traveler,2026-01-20,50,180,0
4147,vacation_traveler,2026-01-08,62,90,0
3671,vacation_traveler,2026-01-07,63,90,0
1848,vacation_traveler,2025-11-23,108,90,1
589,business_traveler,2026-02-09,30,180,0
2925,occasional_visitor,2025-09-04,188,365,0
4150,occasional_visitor,2025-08-13,210,365,0
1167,occasional_visitor,2024-01-21,780,365,1
3702,business_traveler,2025-11-21,110,180,0
682,occasional_visitor,2023-12-22,810,365,1
329,business_traveler,2025-10-31,131,180,0
3728,business_traveler,2026-01-06,64,180,0
44,business_traveler,2026-03-03,8,180,0
1144,occasional_visitor,2025-02-23,381,365,1
4719,business_traveler,2026-01-11,59,180,0
3991,business_traveler,2026-02-22,17,180,0
2150,occasional_visitor,2024-08-31,557,365,1
3523,occasional_visitor,2023-04-08,1068,365,1
2598,business_traveler,2025-11-06,125,180,0
1585,business_traveler,2026-01-06,64,180,0
2391,business_traveler,2026-01-30,40,180,0
3950,vacation_traveler,2025-10-06,156,90,1
1987,vacation_traveler,2026-01-08,62,90,0
1022,occasional_visitor,2025-03-04,372,365,1
2951,vacation_traveler,2025-04-26,319,90,1
944,occasional_visitor,2024-04-25,685,365,1
3035,vacation_traveler,2025-12-18,83,90,0
2601,vacation_traveler,2025-11-22,109,90,1
4371,business_traveler,2025-11-29,102,180,0
2760,occasional_visitor,2023-11-17,845,365,1
4430,occasional_visitor,2025-07-23,231,365,0
4921,occasional_visitor,2024-10-20,507,365,1
551,occasional_visitor,2024-12-10,456,365,1
4429,business_traveler,2026-03-03,8,180,0
4028,business_traveler,2025-11-30,101,180,0
948,business_traveler,2026-03-07,4,180,0
1540,occasional_visitor,2025-12-28,73,365,0
2540,vacation_traveler,2026-01-19,51,90,0
3107,business_traveler,2025-10-08,154,180,0
3882,business_traveler,2025-11-02,129,180,0
4533,business_traveler,2026-02-11,28,180,0
30,business_traveler,2025-09-09,183,180,1
2828,vacation_traveler,2024-12-07,459,90,1
521,business_traveler,2025-12-31,70,180,0
936,occasional_visitor,2025-04-03,342,365,0
981,vacation_traveler,2025-03-29,347,90,1
2149,occasional_visitor,2024-05-06,674,365,1
1334,business_traveler,2026-02-22,17,180,0
2465,occasional_visitor,2026-03-10,1,365,0
249,occasional_visitor,2025-09-30,162,365,0
255,occasional_visitor,2023-11-02,860,365,1
3308,business_traveler,2026-03-08,3,180,0
1678,vacation_traveler,2026-02-21,18,90,0
296,vacation_traveler,2025-10-25,137,90,1
209,occasional_visitor,2025-06-11,273,365,0
2538,occasional_visitor,2025-02-26,378,365,1
1747,business_traveler,2026-03-03,8,180,0
1748,vacation_traveler,2026-01-08,62,90,0
947,vacation_traveler,2026-03-07,4,90,0
3890,vacation_traveler,2026-03-08,3,90,0
972,occasional_visitor,2025-09-25,167,365,0
761,occasional_visitor,2025-07-01,253,365,0
2864,business_traveler,2025-11-01,130,180,0
1084,occasional_visitor,2023-11-17,845,365,1
3374,business_traveler,2026-02-02,37,180,0
90,business_traveler,2026-03-07,4,180,0
2130,business_traveler,2026-01-19,51,180,0
904,business_traveler,2026-03-08,3,180,0
4702,vacation_traveler,2026-03-03,8,90,0
3682,business_traveler,2026-02-13,26,180,0
4343,vacation_traveler,2026-03-02,9,90,0
3032,business_traveler,2026-01-13,57,180,0
3133,business_traveler,2025-12-01,100,180,0
4086,occasional_visitor,2025-05-12,303,365,0
3957,vacation_traveler,2026-02-24,15,90,0
4606,occasional_visitor,2025-02-14,390,365,1
4391,occasional_visitor,2025-03-16,360,365,0
4948,business_traveler,2026-02-26,13,180,0
4157,occasional_visitor,2025-09-22,170,365,0
4096,occasional_visitor,2025-11-25,106,365,0
524,vacation_traveler,2025-01-12,423,90,1
4620,business_traveler,2025-09-30,162,180,0
3311,vacation_traveler,2025-12-28,73,90,0
312,vacation_traveler,2026-01-08,62,90,0
3809,vacation_traveler,2026-03-09,2,90,0
4959,vacation_traveler,2025-12-16,85,90,0
862,business_traveler,2026-02-14,25,180,0
1185,occasional_visitor,2025-12-07,94,365,0
494,occasional_visitor,2026-02-08,31,365,0
3689,business_traveler,2026-01-28,42,180,0
3300,occasional_visitor,2026-03-05,6,365,0
4587,occasional_visitor,2025-11-18,113,365,0
1265,vacation_traveler,2026-02-09,30,90,0
2906,business_traveler,2026-02-25,14,180,0
488,vacation_traveler,2025-11-01,130,90,1
2255,vacation_traveler,2025-10-01,161,90,1
4548,vacation_traveler,2026-02-23,16,90,0
4705,business_traveler,2026-03-06,5,180,0
1048,business_traveler,2026-01-01,69,180,0
360,vacation_traveler,2025-11-16,115,90,1
1770,business_traveler,2026-01-15,55,180,0
99,vacation_traveler,2025-06-04,280,90,1
629,vacation_traveler,2026-03-05,6,90,0
3057,occasional_visitor,2026-02-08,31,365,0
1215,vacation_traveler,2025-08-07,216,90,1
3688,business_traveler,2026-02-26,13,180,0
4225,business_traveler,2026-02-17,22,180,0
4194,business_traveler,2025-12-05,96,180,0
3499,vacation_traveler,2024-12-22,444,90,1
3960,business_traveler,2026-03-08,3,180,0
4911,occasional_visitor,2025-08-17,206,365,0
2736,business_traveler,2026-03-03,8,180,0
2224,business_traveler,2025-12-28,73,180,0
2410,business_traveler,2026-02-05,34,180,0
442,business_traveler,2026-02-18,21,180,0
2866,vacation_traveler,2024-06-24,625,90,1
2254,vacation_traveler,2025-03-08,368,90,1
1238,occasional_visitor,2026-01-18,52,365,0
12,business_traveler,2025-11-24,107,180,0
2426,business_traveler,2026-01-27,43,180,0
1354,vacation_traveler,2025-07-13,241,90,1
4082,business_traveler,2026-01-15,55,180,0
2486,vacation_traveler,2026-02-03,36,90,0
1283,occasional_visitor,2024-01-27,774,365,1
4654,business_traveler,2026-02-16,23,180,0
1503,business_traveler,2026-02-26,13,180,0
2494,business_traveler,2026-02-18,21,180,0
899,occasional_visitor,2025-05-20,295,365,0
2477,occasional_visitor,2025-05-13,302,365,0
935,vacation_traveler,2026-01-30,40,90,0
4459,business_traveler,2026-03-03,8,180,0
2498,occasional_visitor,2025-01-04,431,365,1
3495,business_traveler,2026-03-06,5,180,0
4173,occasional_visitor,2024-11-28,468,365,1
264,business_traveler,2026-03-05,6,180,0
4151,occasional_visitor,2024-10-20,507,365,1
2954,occasional_visitor,2024-07-30,589,365,1
384,business_traveler,2026-03-05,6,180,0
4433,vacation_traveler,2026-02-09,30,90,0
4487,occasional_visitor,2025-09-13,179,365,0
4155,business_traveler,2025-12-23,78,180,0
3737,business_traveler,2026-01-24,46,180,0
3274,vacation_traveler,2025-10-17,145,90,1
2475,vacation_traveler,2026-02-14,25,90,0
4537,vacation_traveler,2025-10-21,141,90,1
3659,business_traveler,2025-10-22,140,180,0
4668,business_traveler,2026-03-01,10,180,0
3675,occasional_visitor,2025-12-20,81,365,0
2894,vacation_traveler,2026-02-27,12,90,0
3583,occasional_visitor,2022-04-13,1428,365,1
2535,business_traveler,2026-03-09,2,180,0
826,occasional_visitor,2025-05-16,299,365,0
4897,occasional_visitor,2025-11-09,122,365,0
2737,vacation_traveler,2026-01-07,63,90,0
431,occasional_visitor,2024-12-26,440,365,1
3505,occasional_visitor,2025-07-06,248,365,0
4114,occasional_visitor,2025-11-12,119,365,0
462,business_traveler,2026-02-11,28,180,0
4574,business_traveler,2026-02-27,12,180,0
2297,vacation_traveler,2026-03-08,3,90,0
4995,business_traveler,2026-02-04,35,180,0
4581,occasional_visitor,2025-07-10,244,365,0
3339,occasional_visitor,2025-05-10,305,365,0
855,occasional_visitor,2026-01-25,45,365,0
1615,business_traveler,2026-02-13,26,180,0
4725,vacation_traveler,2026-03-09,2,90,0
3780,business_traveler,2026-02-21,18,180,0
4291,occasional_visitor,2024-11-13,483,365,1
1564,vacation_traveler,2025-07-20,234,90,1
1397,vacation_traveler,2025-08-03,220,90,1
2160,business_traveler,2026-02-17,22,180,0
2126,business_traveler,2025-12-15,86,180,0
4032,vacation_traveler,2026-01-23,47,90,0
3987,vacation_traveler,2026-02-23,16,90,0
1579,vacation_traveler,2026-03-02,9,90,0
768,business_traveler,2025-11-04,127,180,0
2243,business_traveler,2026-02-23,16,180,0
838,occasional_visitor,2025-10-22,140,365,0
2817,occasional_visitor,2024-02-24,746,365,1
3905,vacation_traveler,2026-01-29,41,90,0
3130,vacation_traveler,2025-05-10,305,90,1
2292,vacation_traveler,2026-03-06,5,90,0
2089,business_traveler,2026-03-03,8,180,0
1928,business_traveler,2026-02-07,32,180,0
3686,business_traveler,2026-01-24,46,180,0
88,occasional_visitor,2023-09-13,910,365,1
4295,vacation_traveler,2026-02-22,17,90,0
188,business_traveler,2026-01-27,43,180,0
461,vacation_traveler,2026-01-20,50,90,0
3653,occasional_visitor,2025-12-17,84,365,0
240,business_traveler,2026-03-08,3,180,0
1878,vacation_traveler,2025-09-11,181,90,1
3871,vacation_traveler,2026-02-10,29,90,0
1467,occasional_visitor,2024-01-04,797,365,1
4232,vacation_traveler,2025-11-24,107,90,1
2155,occasional_visitor,2024-07-15,604,365,1
4723,business_traveler,2026-02-23,16,180,0
2792,occasional_visitor,2024-12-15,451,365,1
3549,vacation_traveler,2026-03-04,7,90,0
3908,occasional_visitor,2023-02-07,1128,365,1
703,occasional_visitor,2025-11-12,119,365,0
226,vacation_traveler,2025-12-24,77,90,0
2413,occasional_visitor,2024-11-17,479,365,1
1161,vacation_traveler,2025-12-21,80,90,0
2428,vacation_traveler,2025-12-25,76,90,0
81,vacation_traveler,2026-02-27,12,90,0
3541,business_traveler,2026-03-01,10,180,0
2455,occasional_visitor,2026-01-27,43,365,0
4021,business_traveler,2025-11-26,105,180,0
2153,vacation_traveler,2025-06-10,274,90,1
204,occasional_visitor,2024-07-27,592,365,1
1021,vacation_traveler,2026-02-08,31,90,0
5,vacation_traveler,2025-06-30,254,90,1
4396,vacation_traveler,2025-10-19,143,90,1
1165,business_traveler,2026-01-18,52,180,0
3406,occasional_visitor,2023-05-23,1023,365,1
4902,occasional_visitor,2025-11-17,114,365,0
3753,business_traveler,2025-12-24,77,180,0
3342,occasional_visitor,2024-11-08,488,365,1
1429,business_traveler,2026-01-25,45,180,0
807,occasional_visitor,2025-09-24,168,365,0
2705,business_traveler,2026-03-02,9,180,0
361,business_traveler,2026-03-07,4,180,0
4254,occasional_visitor,2026-03-05,6,365,0
2971,occasional_visitor,2022-11-13,1214,365,1
2227,business_traveler,2026-02-20,19,180,0
4607,occasional_visitor,2025-11-18,113,365,0
2865,business_traveler,2025-12-25,76,180,0
785,occasional_visitor,2025-12-20,81,365,0
444,occasional_visitor,2026-02-26,13,365,0
537,vacation_traveler,2025-03-22,354,90,1
1914,business_traveler,2026-03-06,5,180,0
1401,business_traveler,2026-03-04,7,180,0
4106,business_traveler,2026-01-28,42,180,0
343,occasional_visitor,2025-08-31,192,365,0
4700,vacation_traveler,2026-02-02,37,90,0
2534,business_traveler,2026-02-12,27,180,0
4516,vacation_traveler,2025-11-26,105,90,1
3246,occasional_visitor,2026-03-05,6,365,0
3880,vacation_traveler,2026-02-15,24,90,0
3876,vacation_traveler,2025-09-06,186,90,1
4245,occasional_visitor,2025-05-20,295,365,0
2695,vacation_traveler,2025-10-11,151,90,1
2078,occasional_visitor,2025-02-28,376,365,1
722,business_traveler,2026-01-10,60,180,0
3861,vacation_traveler,2026-02-08,31,90,0
2474,business_traveler,2025-11-19,112,180,0
2288,occasional_visitor,2024-08-05,583,365,1
4997,vacation_traveler,2025-08-25,198,90,1
199,vacation_traveler,2026-02-14,25,90,0
369,occasional_visitor,2022-10-14,1244,365,1
4477,vacation_traveler,2026-03-05,6,90,0
4198,occasional_visitor,2025-05-09,306,365,0
3783,occasional_visitor,2024-01-11,790,365,1
3632,vacation_traveler,2025-05-15,300,90,1
3350,business_traveler,2025-11-01,130,180,0
2010,business_traveler,2026-03-01,10,180,0
1142,occasional_visitor,2025-03-16,360,365,0
740,business_traveler,2025-09-26,166,180,0
2166,business_traveler,2026-02-12,27,180,0
2986,vacation_traveler,2026-01-29,41,90,0
230,business_traveler,2026-02-17,22,180,0
3621,business_traveler,2026-02-10,29,180,0
4618,occasional_visitor,2025-05-30,285,365,0
1663,vacation_traveler,2025-07-31,223,90,1
78,occasional_visitor,2025-12-01,100,365,0
573,vacation_traveler,2026-02-07,32,90,0
4029,occasional_visitor,2024-06-12,637,365,1
3865,occasional_visitor,2025-07-10,244,365,0
3792,vacation_traveler,2025-10-23,139,90,1
1998,business_traveler,2026-01-30,40,180,0
4483,vacation_traveler,2025-08-24,199,90,1
4169,occasional_visitor,2025-08-25,198,365,0
1451,occasional_visitor,2026-01-12,58,365,0
2816,business_traveler,2026-02-12,27,180,0
2881,business_traveler,2026-02-07,32,180,0
2007,occasional_visitor,2025-08-09,214,365,0
2199,occasional_visitor,2024-07-21,598,365,1
852,business_traveler,2025-12-22,79,180,0
1927,occasional_visitor,2024-07-07,612,365,1
611,business_traveler,2026-03-02,9,180,0
3772,occasional_visitor,2025-08-11,212,365,0
2354,vacation_traveler,2025-05-29,286,90,1
1246,business_traveler,2026-03-03,8,180,0
2175,business_traveler,2026-02-19,20,180,0
4734,vacation_traveler,2025-08-15,208,90,1
1852,business_traveler,2025-12-09,92,180,0
4292,business_traveler,2025-09-27,165,180,0
4613,business_traveler,2026-03-04,7,180,0
3879,occasional_visitor,2022-04-22,1419,365,1
4924,occasional_visitor,2025-12-06,95,365,0
1693,business_traveler,2026-01-02,68,180,0
713,occasional_visitor,2024-12-18,448,365,1
3331,business_traveler,2026-02-20,19,180,0
1205,vacation_traveler,2026-01-24,46,90,0
448,business_traveler,2026-01-18,52,180,0
4231,business_traveler,2026-03-08,3,180,0
701,occasional_visitor,2025-11-09,122,365,0
4000,vacation_traveler,2025-12-12,89,90,0
4919,business_traveler,2026-03-02,9,180,0
1092,business_traveler,2026-02-10,29,180,0
3953,business_traveler,2026-02-18,21,180,0
2757,occasional_visitor,2025-08-31,192,365,0
3956,occasional_visitor,2025-09-23,169,365,0
3820,business_traveler,2025-09-10,182,180,1
3082,occasional_visitor,2026-03-09,2,365,0
863,occasional_visitor,2025-12-10,91,365,0
2688,vacation_traveler,2025-08-19,204,90,1
3654,vacation_traveler,2026-02-10,29,90,0
4168,vacation_traveler,2025-07-25,229,90,1
1886,vacation_traveler,2025-11-11,120,90,1
289,business_traveler,2026-03-02,9,180,0
3000,occasional_visitor,2025-10-19,143,365,0
2450,occasional_visitor,2025-04-09,336,365,0
4766,business_traveler,2025-11-24,107,180,0
2762,vacation_traveler,2026-03-01,10,90,0
1400,business_traveler,2026-02-27,12,180,0
3852,vacation_traveler,2026-01-27,43,90,0
1462,vacation_traveler,2025-10-27,135,90,1
527,vacation_traveler,2026-03-01,10,90,0
3543,business_traveler,2026-02-18,21,180,0
627,occasional_visitor,2022-04-17,1424,365,1
376,vacation_traveler,2025-12-10,91,90,1
4024,occasional_visitor,2025-04-29,316,365,0
2963,vacation_traveler,2025-10-10,152,90,1
147,business_traveler,2026-01-27,43,180,0
4998,business_traveler,2026-02-22,17,180,0
2067,business_traveler,2026-02-16,23,180,0
2711,occasional_visitor,2024-07-22,597,365,1
4370,vacation_traveler,2024-10-06,521,90,1
1941,occasional_visitor,2024-08-30,558,365,1
3019,business_traveler,2025-12-17,84,180,0
1470,business_traveler,2025-10-31,131,180,0
989,vacation_traveler,2025-07-16,238,90,1
3788,vacation_traveler,2025-10-30,132,90,1
2278,occasional_visitor,2023-04-20,1056,365,1
3676,vacation_traveler,2026-01-22,48,90,0
535,occasional_visitor,2025-09-17,175,365,0
4882,business_traveler,2026-02-27,12,180,0
4335,vacation_traveler,2025-08-04,219,90,1
3720,vacation_traveler,2026-01-24,46,90,0
1159,business_traveler,2026-01-05,65,180,0
4301,occasional_visitor,2024-10-04,523,365,1
2117,vacation_traveler,2026-01-18,52,90,0
642,business_traveler,2025-12-05,96,180,0
4826,vacation_traveler,2026-02-06,33,90,0
3672,business_traveler,2026-02-03,36,180,0
3056,occasional_visitor,2023-08-22,932,365,1
3409,vacation_traveler,2026-01-18,52,90,0
2698,occasional_visitor,2025-03-23,353,365,0
725,occasional_visitor,2023-03-22,1085,365,1
3117,vacation_traveler,2025-07-03,251,90,1
4107,occasional_visitor,2025-09-30,162,365,0
832,business_traveler,2026-01-11,59,180,0
1784,business_traveler,2026-01-30,40,180,0
1001,occasional_visitor,2026-02-23,16,365,0
3847,vacation_traveler,2025-08-09,214,90,1
3751,vacation_traveler,2026-02-25,14,90,0
1469,business_traveler,2025-12-24,77,180,0
4615,business_traveler,2026-02-23,16,180,0
2656,vacation_traveler,2025-11-11,120,90,1
4350,business_traveler,2026-03-05,6,180,0
2242,vacation_traveler,2025-12-30,71,90,0
2024,business_traveler,2026-02-08,31,180,0
4636,vacation_traveler,2025-08-14,209,90,1
3645,business_traveler,2025-12-27,74,180,0
3441,occasional_visitor,2025-01-10,425,365,1
1305,occasional_visitor,2026-02-09,30,365,0
2679,occasional_visitor,2023-03-08,1099,365,1
4420,business_traveler,2026-01-25,45,180,0
2699,business_traveler,2026-03-07,4,180,0
3192,vacation_traveler,2025-07-22,232,90,1
1297,occasional_visitor,2026-01-01,69,365,0
3710,vacation_traveler,2026-01-24,46,90,0
1869,vacation_traveler,2025-11-28,103,90,1
4363,occasional_visitor,2024-07-26,593,365,1
4222,vacation_traveler,2026-02-07,32,90,0
3812,vacation_traveler,2026-02-26,13,90,0
2050,business_traveler,2026-01-22,48,180,0
1293,business_traveler,2026-03-04,7,180,0
2312,vacation_traveler,2024-12-17,449,90,1
3766,vacation_traveler,2025-10-24,138,90,1
2133,vacation_traveler,2025-12-23,78,90,0
3079,vacation_traveler,2025-10-26,136,90,1
3269,occasional_visitor,2025-09-25,167,365,0
158,vacation_traveler,2025-11-24,107,90,1
4115,vacation_traveler,2026-02-13,26,90,0
2943,occasional_visitor,2025-04-12,333,365,0
3796,occasional_visitor,2026-02-16,23,365,0
1783,occasional_visitor,2025-05-01,314,365,0
1588,occasional_visitor,2025-05-10,305,365,0
2939,vacation_traveler,2025-12-16,85,90,0
2305,business_traveler,2026-02-21,18,180,0
1180,business_traveler,2026-02-14,25,180,0
385,business_traveler,2026-03-01,10,180,0
3744,business_traveler,2025-10-20,142,180,0
4658,occasional_visitor,2023-05-04,1042,365,1
4444,vacation_traveler,2026-02-04,35,90,0
3596,business_traveler,2026-02-14,25,180,0
2375,occasional_visitor,2025-04-08,337,365,0
4262,occasional_visitor,2025-04-14,331,365,0
544,occasional_visitor,2026-01-15,55,365,0
1631,occasional_visitor,2025-01-21,414,365,1
2120,occasional_visitor,2025-07-02,252,365,0
2163,occasional_visitor,2024-12-22,444,365,1
4375,occasional_visitor,2025-07-13,241,365,0
606,vacation_traveler,2026-03-03,8,90,0
1667,occasional_visitor,2026-02-18,21,365,0
3669,vacation_traveler,2025-11-26,105,90,1
308,business_traveler,2026-01-19,51,180,0
3781,business_traveler,2026-01-12,58,180,0
2852,vacation_traveler,2025-10-20,142,90,1
614,occasional_visitor,2024-12-24,442,365,1
4421,vacation_traveler,2026-02-12,27,90,0
2712,occasional_visitor,2025-06-06,278,365,0
1607,vacation_traveler,2025-10-19,143,90,1
966,occasional_visitor,2024-08-02,586,365,1
4514,vacation_traveler,2025-07-10,244,90,1
1055,occasional_visitor,2025-11-12,119,365,0
3929,business_traveler,2026-03-02,9,180,0
3823,vacation_traveler,2026-01-14,56,90,0
4272,business_traveler,2026-02-24,15,180,0
2148,business_traveler,2026-01-02,68,180,0
2110,vacation_traveler,2026-02-28,11,90,0
1752,vacation_traveler,2026-01-24,46,90,0
846,vacation_traveler,2025-12-06,95,90,1
2982,occasional_visitor,2023-01-29,1137,365,1
1642,vacation_traveler,2025-07-29,225,90,1
1580,business_traveler,2026-02-24,15,180,0
3925,occasional_visitor,2025-02-19,385,365,1
3344,business_traveler,2026-02-28,11,180,0
2907,vacation_traveler,2025-12-27,74,90,0
