customer_id,job_category,age,recency_days,frequency_total_bookings,frequency_cancelled_bookings,frequency_noshow_bookings,monetary_total_spent,monetary_avg_per_booking,monetary_max_booking,total_nights_stayed,avg_nights_per_stay,cancellation_rate,monetary_avg_per_night,frequency_bookings_per_year
1552,business_traveler,57,14.0,29,2,1,17751.2,612.1103448275862,1967.1,96,3.310344827586207,0.06249804693603325,184.90640722492475,7.25
1589,business_traveler,61,33.0,47,3,5,23445.239999999998,498.83489361702124,1467.18,127,2.7021276595744683,0.05454446282794859,184.60673538003635,11.75
3725,vacation_traveler,57,34.0,13,3,2,17094.4,1314.9538461538464,3156.0,85,6.538461538461538,0.1666574079217821,201.10822225620876,3.25
1811,business_traveler,63,16.0,27,0,2,14054.289999999999,520.5292592592592,1255.22,74,2.740740740740741,0.0,189.92027134768446,6.75
2204,vacation_traveler,21,48.0,17,2,2,17346.87,1020.4041176470588,1693.03,117,6.882352941176471,0.09523356030665206,148.26257895231663,4.25
1373,vacation_traveler,63,24.0,19,2,1,27165.29,1429.752105263158,2988.09,129,6.7894736842105265,0.0909049588655061,210.58201099216285,4.75
764,business_traveler,58,103.0,25,6,3,14371.099999999999,574.8439999999999,2425.16,70,2.8,0.17646539807652717,205.29849573577516,6.25
556,vacation_traveler,60,113.0,14,1,2,18661.420000000002,1332.9585714285715,3337.07,79,5.642857142857143,0.0588200694076819,236.21751623397174,3.5
2469,occasional_visitor,51,510.0,4,0,0,1876.98,469.245,624.8,14,3.5,0.0,134.06042425541034,1.0
3762,business_traveler,27,23.0,32,4,1,20756.3,648.634375,2074.5,98,3.0625,0.10810518634631497,211.79681839981222,8.0
4116,vacation_traveler,69,35.0,10,1,0,14420.71,1442.071,3127.11,69,6.9,0.0909008271975275,208.9927682207504,2.5
1268,vacation_traveler,58,116.0,17,0,0,18027.44,1060.4376470588234,2732.49,91,5.352941176470588,0.0,198.1015593235239,4.25
2749,business_traveler,68,97.0,20,1,4,12916.41,645.8205,1748.06,61,3.05,0.039998400063997436,211.7409550663104,5.0
3641,occasional_visitor,31,745.0,4,0,0,4867.02,1216.755,2063.84,24,6.0,0.0,202.78405066455565,1.0
173,occasional_visitor,24,572.0,3,0,0,1848.02,616.0066666666667,855.76,16,5.333333333333333,0.0,115.49403162302355,0.75
4221,occasional_visitor,30,299.0,3,0,0,2879.94,959.98,1074.13,18,6.0,0.0,159.9877784567524,0.75
2276,vacation_traveler,45,125.0,6,2,0,8713.119999999999,1452.1866666666665,2058.02,38,6.333333333333333,0.2499687539057618,229.2865977211126,1.5
876,occasional_visitor,71,381.0,4,0,0,2239.88,559.97,859.85,14,3.5,0.0,159.98000142846942,1.0
161,vacation_traveler,21,110.0,14,3,1,16775.969999999998,1198.2835714285713,2915.14,93,6.642857142857143,0.1666574079217821,180.38483457167123,3.5
4813,vacation_traveler,38,29.0,19,0,4,21558.54,1134.66,2587.43,112,5.894736842105263,0.0,192.4852456674494,4.75
3202,business_traveler,53,21.0,61,4,5,32131.199999999997,526.7409836065573,2146.87,162,2.6557377049180326,0.05714204082798817,198.33951642273811,15.25
113,vacation_traveler,60,61.0,14,1,1,22036.069999999996,1574.0049999999997,2982.45,104,7.428571428571429,0.06249609399412536,211.8832511225853,3.5
2172,vacation_traveler,42,469.0,11,0,2,14867.62,1351.6018181818183,2303.72,79,7.181818181818182,0.0,188.19533929950254,2.75
2983,business_traveler,21,12.0,26,0,2,13087.899999999996,503.3807692307691,1661.01,74,2.8461538461538463,0.0,176.86112349833104,6.5
1595,vacation_traveler,22,112.0,12,2,0,15239.460000000001,1269.9550000000002,2417.82,85,7.083333333333333,0.14284693950432112,179.28565546287692,3.0
3097,vacation_traveler,66,78.0,7,0,3,7437.35,1062.4785714285715,1831.21,42,6.0,0.0,177.07554582033762,1.75
4519,occasional_visitor,52,724.0,2,0,1,1555.98,777.99,840.51,8,4.0,0.0,194.4731908511436,0.5
4611,vacation_traveler,64,76.0,14,0,0,16619.6,1187.1142857142856,3064.39,80,5.714285714285714,0.0,207.74240321995973,3.5
4095,business_traveler,38,60.0,39,2,4,22135.300000000003,567.571794871795,2099.04,113,2.8974358974358974,0.04444345681207085,195.88587711613172,9.75
4289,business_traveler,26,10.0,52,6,7,32403.810000000005,623.1501923076924,1776.25,158,3.0384615384615383,0.09230627221119675,205.08610704995542,13.0
2990,vacation_traveler,24,53.0,13,4,1,13532.599999999999,1040.9692307692308,2138.28,75,5.769230769230769,0.2222098772290428,180.43226090318794,3.25
815,business_traveler,71,13.0,48,7,6,24289.989999999998,506.0414583333333,1813.76,126,2.625,0.1147522171767676,192.77616844310757,12.0
1422,business_traveler,32,19.0,37,1,3,22381.010000000002,604.8921621621622,1925.94,116,3.135135135135135,0.024389649032950416,192.93807812001623,9.25
3150,vacation_traveler,68,4.0,12,3,2,14410.849999999999,1200.9041666666665,2739.85,76,6.333333333333333,0.1764602082230457,189.61395244799408,3.0
2054,vacation_traveler,39,65.0,16,0,2,17257.75,1078.609375,2696.17,105,6.5625,0.0,164.35795849563337,4.0
1004,business_traveler,49,24.0,24,1,1,11710.590000000002,487.9412500000001,1360.17,62,2.5833333333333335,0.03846005922849121,188.87743746068617,6.0
2702,occasional_visitor,66,1127.0,2,1,1,665.87,332.935,401.9,6,3.0,0.2499375156210947,110.95984002666222,0.5
3837,occasional_visitor,50,197.0,3,0,0,2239.9300000000003,746.6433333333334,869.72,10,3.3333333333333335,0.0,223.97060293970608,0.75
3071,business_traveler,33,69.0,23,3,3,12165.659999999998,528.9417391304347,1533.65,59,2.5652173913043477,0.10344470880314471,206.1941323028423,5.75
2404,occasional_visitor,26,390.0,1,0,1,839.21,839.21,839.21,3,3.0,0.0,279.6434521826058,0.25
57,vacation_traveler,24,15.0,14,0,1,18443.93,1317.4235714285714,2767.05,82,5.857142857142857,0.0,224.92323264350435,3.5
1313,vacation_traveler,50,389.0,11,0,0,13992.4,1272.0363636363636,2303.54,70,6.363636363636363,0.0,199.8885730203854,2.75
19,vacation_traveler,62,42.0,11,2,0,10845.91,985.9918181818182,1930.54,66,6.0,0.15383432043688947,164.3294798563658,2.75
4452,business_traveler,60,18.0,37,3,0,16840.3,455.1432432432432,1059.47,89,2.4054054054054053,0.07499812504687384,189.21472792440534,9.25
2721,business_traveler,40,16.0,51,5,5,27624.510000000002,541.6570588235295,1825.36,131,2.5686274509803924,0.08196586941197685,210.8725124235693,12.75
3834,business_traveler,45,18.0,52,4,6,23612.120000000003,454.07923076923083,1714.85,136,2.6153846153846154,0.06451508846631507,173.61725281431757,13.0
824,vacation_traveler,23,197.0,18,2,3,16397.09,910.9494444444445,2973.7,104,5.777777777777778,0.08695274118516585,157.66281093451025,4.5
3460,vacation_traveler,40,64.0,8,0,0,12130.689999999999,1516.3362499999998,3029.99,57,7.125,0.0,212.81538920369817,2.0
1262,business_traveler,54,25.0,33,4,3,16284.029999999999,493.45545454545453,2372.88,86,2.606060606060606,0.09999750006249844,189.3469843373914,8.25
357,vacation_traveler,27,139.0,10,2,0,16907.51,1690.7509999999997,2374.56,68,6.8,0.16665277893508876,248.63619652652162,2.5
2366,vacation_traveler,26,4.0,22,1,0,29226.93,1328.4968181818183,3673.17,152,6.909090909090909,0.04347637059258293,192.28116920283418,5.5
4634,occasional_visitor,26,168.0,3,0,1,2332.49,777.4966666666666,1002.59,19,6.333333333333333,0.0,122.75617072785641,0.75
769,vacation_traveler,40,69.0,17,2,0,20639.600000000002,1214.094117647059,2136.69,124,7.294117647058823,0.1052576180201042,166.44704478189692,4.25
266,occasional_visitor,72,128.0,2,1,0,1755.68,877.84,1105.16,12,6.0,0.33322225924691773,146.29447546037832,0.5
2543,occasional_visitor,38,33.0,2,0,1,1287.71,643.855,795.85,11,5.5,0.0,117.05390419052814,0.5
4669,occasional_visitor,29,1031.0,2,0,0,1854.89,927.445,1201.63,9,4.5,0.0,206.07599155649373,0.5
1550,business_traveler,70,76.0,26,2,5,12321.33,473.89730769230766,980.64,76,2.923076923076923,0.06060422411442078,162.12062999171062,6.5
1287,business_traveler,72,4.0,25,2,3,13715.280000000002,548.6112,2008.32,64,2.56,0.06666444451851605,214.29790159528758,6.25
3855,business_traveler,52,48.0,22,1,2,11441.37,520.0622727272728,1422.4,55,2.5,0.039998400063997436,208.02112688860205,5.5
3840,business_traveler,58,5.0,61,2,4,31407.050000000014,514.8696721311478,2321.31,171,2.8032786885245904,0.02985030074177997,183.66588499482467,15.25
366,business_traveler,43,187.0,23,0,1,9662.8,420.1217391304348,1762.27,49,2.130434782608696,0.0,197.19597559233483,5.75
307,business_traveler,31,65.0,38,2,5,17699.89,465.7865789473684,1688.74,99,2.6052631578947367,0.04444345681207085,178.78496176806294,9.5
3199,occasional_visitor,73,62.0,4,0,1,4052.04,1013.01,1721.75,19,4.75,0.0,213.2540392610915,1.0
4078,vacation_traveler,29,191.0,17,3,0,18975.49,1116.205294117647,2342.67,111,6.529411764705882,0.14999250037498124,170.9488202808984,4.25
91,business_traveler,50,63.0,44,4,2,19261.220000000005,437.7550000000001,2081.86,109,2.4772727272727275,0.07999840003199936,176.70681920349358,11.0
305,business_traveler,36,85.0,55,9,3,35784.520000000004,650.6276363636364,3048.36,191,3.4727272727272727,0.13432635333800988,187.3525269501207,13.75
743,occasional_visitor,61,491.0,3,0,0,2926.6,975.5333333333333,1351.7,16,5.333333333333333,0.0,182.90106868320728,0.75
1484,business_traveler,22,54.0,30,3,0,14159.41,471.9803333333333,970.59,84,2.8,0.09090633617163117,168.56239806668967,7.5
3986,vacation_traveler,25,49.0,12,0,1,13762.140000000001,1146.845,2042.63,75,6.25,0.0,183.49275342995426,3.0
10,occasional_visitor,42,187.0,4,0,0,2841.83,710.4575,1001.43,15,3.75,0.0,189.44270381974536,1.0
1940,business_traveler,57,12.0,45,4,6,26261.260000000006,583.5835555555557,1734.73,140,3.111111111111111,0.07272595043726478,187.57908872079489,11.25
4643,occasional_visitor,67,1007.0,1,1,1,2142.96,2142.96,2142.96,6,6.0,0.33322225924691773,357.1004832527912,0.25
3068,occasional_visitor,57,280.0,3,1,0,3151.95,1050.6499999999999,1523.84,17,5.666666666666667,0.2499375156210947,185.39791776954294,0.75
3582,vacation_traveler,75,580.0,11,0,0,11161.97,1014.7245454545454,3051.9,58,5.2727272727272725,0.0,192.44444061309287,2.75
2636,vacation_traveler,53,130.0,20,0,1,29097.209999999995,1454.8604999999998,3037.35,136,6.8,0.0,213.94850037867366,5.0
1602,vacation_traveler,31,54.0,12,1,0,18183.629999999997,1515.3024999999998,2483.82,86,7.166666666666667,0.07691716021844473,211.43509959186517,3.0
2773,vacation_traveler,66,414.0,5,2,1,5147.2699999999995,1029.454,1383.47,32,6.4,0.2499687539057618,160.84716102621792,1.25
2544,vacation_traveler,23,252.0,7,1,1,7628.679999999999,1089.8114285714285,2425.36,42,6.0,0.11109876680368849,181.6309135496774,1.75
823,occasional_visitor,49,616.0,4,0,0,2838.48,709.62,1321.03,20,5.0,0.0,141.91690415479226,1.0
3494,business_traveler,42,61.0,40,3,4,17656.72000000001,441.41800000000023,1271.44,112,2.8,0.06382842918235783,157.6478781439452,10.0
4356,occasional_visitor,56,238.0,3,0,1,5257.12,1752.3733333333332,2638.27,20,6.666666666666667,0.0,262.8428578571071,0.75
4314,vacation_traveler,40,15.0,12,0,2,15012.74,1251.0616666666667,3043.88,78,6.5,0.0,192.468558095409,3.0
50,vacation_traveler,42,19.0,16,0,2,21816.970000000005,1363.5606250000003,2508.51,108,6.75,0.0,202.00711104526815,4.0
4754,vacation_traveler,62,41.0,19,2,1,21068.78,1108.8831578947368,2994.31,116,6.105263157894737,0.0909049588655061,181.62584805303402,4.75
13,vacation_traveler,41,67.0,8,2,2,6097.1900000000005,762.1487500000001,1156.4,48,6.0,0.16665277893508876,127.02214537197143,2.0
4689,occasional_visitor,69,691.0,3,1,0,3182.6099999999997,1060.87,1837.27,12,4.0,0.2499375156210947,265.1954003833014,0.75
1319,vacation_traveler,23,53.0,16,0,1,16780.87,1048.804375,2345.47,101,6.3125,0.0,166.14558271700278,4.0
4197,business_traveler,43,16.0,40,4,3,24969.650000000005,624.2412500000002,1671.86,113,2.825,0.08510457224314377,220.96839850974774,10.0
4579,business_traveler,62,12.0,29,1,4,13828.33,476.8389655172414,1284.01,74,2.5517241379310347,0.029410899679421197,186.8667990973095,7.25
2,business_traveler,33,27.0,44,4,4,18128.26,412.00590909090903,1308.74,105,2.3863636363636362,0.07692159766158344,172.6484509671336,11.0
2770,vacation_traveler,34,31.0,13,2,1,16498.729999999996,1269.1330769230767,2512.07,87,6.6923076923076925,0.12499218798825072,189.6383949609774,3.25
1603,occasional_visitor,57,138.0,2,0,0,4150.59,2075.295,2652.16,13,6.5,0.0,319.25159603107454,0.5
246,vacation_traveler,26,47.0,22,0,0,28872.86,1312.4027272727274,2554.88,148,6.7272727272727275,0.0,195.08557374612334,5.5
3735,vacation_traveler,30,20.0,8,0,1,9742.609999999999,1217.8262499999998,2097.68,48,6.0,0.0,202.96681319139182,2.0
1942,occasional_visitor,39,262.0,3,1,0,2450.32,816.7733333333334,1028.43,12,4.0,0.2499375156210947,204.17631864011335,0.75
4474,business_traveler,46,23.0,54,3,5,25025.789999999994,463.4405555555554,1389.7,140,2.5925925925925926,0.048386316349736294,178.75436604024253,13.5
2857,occasional_visitor,75,311.0,4,0,0,2889.31,722.3275,930.52,22,5.5,0.0,131.32630334984773,1.0
3497,vacation_traveler,71,230.0,10,2,2,14564.050000000001,1456.4050000000002,2777.03,66,6.6,0.14284693950432112,220.6640808472599,2.5
2799,business_traveler,54,1.0,41,3,6,19868.840000000004,484.60585365853666,1337.55,109,2.658536585365854,0.05999880002399952,182.28126347464706,10.25
2140,occasional_visitor,55,52.0,4,0,1,3656.23,914.0575,1743.5,13,3.25,0.0,281.2268287054842,1.0
1522,business_traveler,25,3.0,58,4,3,30590.509999999995,527.4225862068964,1913.76,171,2.9482758620689653,0.06153751480746449,178.8908251998526,14.5
1967,vacation_traveler,21,135.0,13,3,0,13791.95,1060.9192307692308,2475.81,71,5.461538461538462,0.18748828198237608,194.25008098477485,3.25
355,business_traveler,53,17.0,58,1,5,33360.87,575.1874137931035,2641.78,164,2.8275862068965516,0.015624755863189637,203.41869866647156,14.5
2575,vacation_traveler,46,130.0,7,1,2,7402.25,1057.4642857142858,1833.26,45,6.428571428571429,0.09999000099990002,164.4907890935757,1.75
3442,business_traveler,39,5.0,57,6,6,30592.86000000001,536.7168421052634,2040.33,170,2.982456140350877,0.08695526151794901,179.95694142975637,14.25
4635,business_traveler,71,129.0,21,4,4,13454.210000000001,640.6766666666667,1645.41,61,2.9047619047619047,0.13792627840419294,220.55720398026264,5.25
2952,occasional_visitor,52,1109.0,2,0,0,2553.45,1276.725,1477.59,13,6.5,0.0,196.4041227597877,0.5
3755,vacation_traveler,69,69.0,12,0,1,15517.99,1293.1658333333332,2262.17,78,6.5,0.0,198.94603915334417,3.0
2742,vacation_traveler,28,75.0,14,2,1,16545.84,1181.8457142857144,2208.7,96,6.857142857142857,0.1176401388153638,172.35070468015957,3.5
1006,vacation_traveler,75,48.0,14,2,1,17301.789999999997,1235.8421428571426,2479.29,90,6.428571428571429,0.1176401388153638,192.23997511138762,3.5
4773,vacation_traveler,31,56.0,12,0,1,12917.0,1076.4166666666667,2238.54,70,5.833333333333333,0.0,184.5259353437808,3.0
2683,occasional_visitor,44,160.0,3,0,0,3329.36,1109.7866666666666,2065.01,16,5.333333333333333,0.0,208.07199550028122,0.75
3046,business_traveler,73,6.0,53,4,3,33688.650000000016,635.6349056603776,2430.87,177,3.339622641509434,0.06666555557407376,190.33028061988358,13.25
453,vacation_traveler,73,31.0,8,0,1,13195.18,1649.3975,3106.16,52,6.5,0.0,253.74858175804314,2.0
2099,business_traveler,21,4.0,37,3,2,16310.8,440.8324324324324,1466.64,99,2.675675675675676,0.07142687078879074,164.75389137483458,9.25
3530,business_traveler,34,29.0,45,3,5,20522.659999999996,456.059111111111,1068.82,126,2.8,0.056602705609328126,162.87696129395795,11.25
182,vacation_traveler,59,364.0,13,0,0,20187.72,1552.9015384615386,2878.34,98,7.538461538461538,0.0,205.99504086692994,3.25
1950,business_traveler,74,5.0,38,5,3,21423.169999999995,563.7676315789472,2057.06,98,2.5789473684210527,0.10869328927632009,218.60154488219501,9.5
528,occasional_visitor,24,183.0,4,0,0,2119.58,529.895,962.41,12,3.0,0.0,176.6169485876177,1.0
4351,business_traveler,48,80.0,19,3,4,9491.05,499.52894736842103,1480.63,50,2.6315789473684212,0.11538017768547364,189.81720365592687,4.75
1549,occasional_visitor,70,150.0,4,1,0,6181.06,1545.265,1946.93,22,5.5,0.1999600079984003,280.9445025226126,1.0
3463,occasional_visitor,47,181.0,4,0,0,4139.34,1034.835,2116.19,18,4.5,0.0,229.95055830231652,1.0
1474,vacation_traveler,23,218.0,12,0,0,16936.069999999996,1411.3391666666664,2387.55,74,6.166666666666667,0.0,228.86271807137734,3.0
1613,business_traveler,23,8.0,53,7,6,30229.440000000002,570.3667924528303,2021.3,161,3.0377358490566038,0.10605899910607414,187.75933068738703,13.25
667,business_traveler,34,14.0,52,6,8,27623.469999999994,531.2205769230768,2166.33,147,2.826923076923077,0.09090771351949212,187.9134835817443,13.0
4102,occasional_visitor,74,537.0,2,1,1,1270.1100000000001,635.0550000000001,872.64,8,4.0,0.2499375156210947,158.74390701162358,0.5
3602,vacation_traveler,71,42.0,19,1,2,19657.840000000004,1034.623157894737,2346.76,116,6.105263157894737,0.04545247943275305,169.46267704588757,4.75
481,occasional_visitor,68,458.0,4,0,0,3409.7800000000007,852.4450000000002,1388.45,16,4.0,0.0,213.0979313792888,1.0
4645,vacation_traveler,70,107.0,8,1,4,8472.82,1059.1025,1946.06,55,6.875,0.07691716021844473,154.04847184596645,2.0
2675,vacation_traveler,48,3.0,9,0,1,9068.08,1007.5644444444445,1370.37,67,7.444444444444445,0.0,135.34245757526006,2.25
1804,occasional_visitor,57,206.0,2,0,0,1168.91,584.455,650.7,10,5.0,0.0,116.87931206879314,0.5
438,vacation_traveler,58,9.0,11,2,2,13292.9,1208.4454545454546,2103.08,70,6.363636363636363,0.13332444503699753,189.89585863059096,2.75
382,vacation_traveler,55,298.0,15,3,2,17664.3,1177.62,2143.74,92,6.133333333333333,0.14999250037498124,192.00117390028367,3.75
2579,business_traveler,46,3.0,62,3,6,29543.89000000001,476.51435483870983,1386.45,162,2.6129032258064515,0.04225292601512654,182.36856562613818,15.5
2526,vacation_traveler,45,73.0,7,2,1,7773.160000000001,1110.4514285714288,2903.69,42,6.0,0.19998000199980004,185.07083164686557,1.75
378,business_traveler,71,76.0,28,2,2,13909.35,496.7625,1242.7,84,3.0,0.06249804693603325,165.58552874370542,7.0
2073,occasional_visitor,59,303.0,3,0,0,3244.76,1081.5866666666668,1924.27,23,7.666666666666667,0.0,141.07038824398938,0.75
3717,vacation_traveler,74,83.0,15,1,4,18252.67,1216.8446666666666,2339.29,92,6.133333333333333,0.049997500124993745,198.39643047358177,3.75
1349,occasional_visitor,61,172.0,1,0,1,413.82,413.82,413.82,4,4.0,0.0,103.42914271432142,0.25
4199,occasional_visitor,75,393.0,3,0,0,2976.6200000000003,992.2066666666668,1225.76,12,4.0,0.0,248.03099741688197,0.75
3378,business_traveler,23,4.0,60,6,2,37535.82000000001,625.5970000000001,2216.46,200,3.3333333333333335,0.08823399655887412,187.678161609192,15.0
799,occasional_visitor,47,468.0,1,0,1,517.49,517.49,517.49,5,5.0,0.0,103.47730453909217,0.25
4808,occasional_visitor,45,240.0,3,0,0,4065.46,1355.1533333333334,2623.99,17,5.666666666666667,0.0,239.13063937415444,0.75
4081,vacation_traveler,35,32.0,15,2,2,20348.23,1356.5486666666666,3122.97,90,6.0,0.1052576180201042,226.08893234519616,3.75
1044,occasional_visitor,32,90.0,2,0,0,666.6500000000001,333.32500000000005,488.6,5,2.5,0.0,133.3033393321336,0.5
4893,business_traveler,55,62.0,31,4,3,15217.810000000005,490.8970967741937,1508.61,79,2.5483870967741935,0.10526038788452936,192.6280679991393,7.75
4967,occasional_visitor,25,343.0,2,0,0,1314.46,657.23,1069.72,8,4.0,0.0,164.28696412948383,0.5
3786,business_traveler,65,50.0,42,2,2,22367.610000000008,532.562142857143,2047.66,110,2.619047619047619,0.043477315710528035,203.3400605449042,10.5
4147,vacation_traveler,32,55.0,21,1,1,23251.09,1107.194761904762,2480.55,135,6.428571428571429,0.04347637059258293,172.22902052577388,5.25
3671,vacation_traveler,28,63.0,8,0,1,11048.01,1381.00125,2965.18,51,6.375,0.0,216.62339954118548,2.0
1848,vacation_traveler,44,108.0,18,0,3,18520.64,1028.9244444444444,1764.43,115,6.388888888888889,0.0,161.04764306397334,4.5
589,business_traveler,42,30.0,55,7,4,31024.399999999998,564.0799999999999,2370.41,161,2.9272727272727272,0.10605899910607414,192.69693977056042,13.75
2925,occasional_visitor,26,188.0,4,1,0,3215.24,803.81,949.47,24,6.0,0.1999600079984003,133.96275155201866,1.0
4150,occasional_visitor,50,210.0,3,1,1,2179.9,726.6333333333333,1258.39,7,2.3333333333333335,0.1999600079984003,311.3698043136695,0.75
1167,occasional_visitor,39,627.0,1,1,0,943.33,943.33,943.33,3,3.0,0.49975012493753124,314.3385538153949,0.25
3702,business_traveler,39,44.0,60,5,1,34039.33999999998,567.3223333333331,2002.84,174,2.9,0.0757564279329101,195.62726650996248,15.0
682,occasional_visitor,21,810.0,5,0,0,7078.289999999999,1415.658,2066.57,25,5.0,0.0,283.12027518899237,1.25
329,business_traveler,33,9.0,37,2,1,17126.170000000002,462.8694594594595,1297.88,99,2.675675675675676,0.04999875003124922,172.98986878920417,9.25
3728,business_traveler,49,64.0,20,2,2,10328.43,516.4215,964.33,53,2.65,0.083329861255781,194.87236089885099,5.0
44,business_traveler,38,8.0,31,2,8,16279.500000000002,525.1451612903227,1596.23,81,2.6129032258064515,0.04877929806590083,200.97900025925608,7.75
1144,occasional_visitor,28,381.0,4,0,1,1864.26,466.065,653.71,14,3.5,0.0,133.15191772016286,1.0
4719,business_traveler,53,25.0,51,3,6,27650.469999999998,542.1660784313725,2099.78,148,2.9019607843137254,0.049999166680555325,186.82623766055633,12.75
3991,business_traveler,67,17.0,41,7,2,18051.630000000005,440.2836585365855,1461.37,110,2.682926829268293,0.1399972000559989,164.10423541604172,10.25
2150,occasional_visitor,38,557.0,2,0,0,2300.76,1150.38,1591.01,9,4.5,0.0,255.61159871125435,0.5
3523,occasional_visitor,63,689.0,3,0,1,2009.8399999999997,669.9466666666666,1029.1,10,3.3333333333333335,0.0,200.963903609639,0.75
2598,business_traveler,31,125.0,21,0,3,14334.100000000004,682.5761904761906,1875.36,61,2.9047619047619047,0.0,234.98139374764355,5.25
1585,business_traveler,52,64.0,29,2,2,14414.039999999997,497.0358620689654,1692.99,91,3.1379310344827585,0.06060422411442078,158.3943033593037,7.25
2391,business_traveler,41,2.0,28,3,1,15835.670000000002,565.5596428571429,2425.56,87,3.107142857142857,0.09374707040404988,182.01710325168676,7.0
3950,vacation_traveler,63,156.0,10,1,1,9853.8,985.3799999999999,2403.64,62,6.2,0.08332638946754438,158.92969468234384,2.5
1987,vacation_traveler,66,62.0,11,0,0,16809.270000000004,1528.115454545455,2403.87,77,7.0,0.0,218.29937273541907,2.75
1022,occasional_visitor,32,372.0,5,0,0,3446.32,689.264,1762.14,16,3.2,0.0,215.38153865383413,1.25
2951,vacation_traveler,21,319.0,15,2,2,14622.340000000002,974.8226666666668,1789.73,91,6.066666666666666,0.1052576180201042,160.68328919462425,3.75
944,occasional_visitor,63,340.0,4,0,1,3327.26,831.815,1497.32,15,3.75,0.0,221.80254649690022,1.0
3035,vacation_traveler,49,83.0,15,1,3,20831.86,1388.7906666666668,3211.26,109,7.266666666666667,0.0526288090100521,191.11622829148357,3.75
2601,vacation_traveler,55,109.0,11,1,1,16764.96,1524.0872727272726,2569.74,81,7.363636363636363,0.07691716021844473,206.9722596017333,2.75
4371,business_traveler,68,102.0,27,1,0,14659.89,542.9588888888889,1448.62,80,2.962962962962963,0.03571301024963394,183.24633442081972,6.75
2760,occasional_visitor,47,413.0,3,1,1,1551.9399999999998,517.3133333333333,668.3,10,3.3333333333333335,0.1999600079984003,155.1784821517848,0.75
4430,occasional_visitor,69,231.0,3,1,0,3445.39,1148.4633333333334,2057.63,16,5.333333333333333,0.2499375156210947,215.32341728641958,0.75
