is_churned,customer_id,job_category,age,recency_days,frequency_total_bookings,frequency_cancelled_bookings,frequency_noshow_bookings,cancellation_rate,monetary_total_spent,monetary_avg_per_booking,monetary_max_booking,monetary_avg_per_night,total_nights_stayed,avg_nights_per_stay,frequency_bookings_per_year,avg_spend_per_booking,engagement_score,value_tier
0,4540,business_traveler,71,51.0,57,6,5,0.0882339965588741,29283.959999999992,513.7536842105262,1559.92,183.0236061024618,160,2.807017543859649,14.25,504.89586206896536,1.0961538461538465,VIP
0,4783,business_traveler,57,13.0,31,3,1,0.0857118368046627,19341.23,623.9106451612903,2209.69,207.9679788389372,93,3.0,7.75,604.4134375,2.2142857142857144,High
0,3337,occasional_visitor,42,20.0,5,0,0,0.0,6479.77,1295.9540000000002,2081.38,223.4326402537844,29,5.8,1.25,1079.9616666666668,0.238095238095238,Medium
0,2311,vacation_traveler,66,37.0,15,2,0,0.1176401388153638,13992.23,932.8153333333332,2861.64,157.21430096291053,89,5.933333333333334,3.75,874.514375,0.3947368421052631,High
0,1806,business_traveler,37,35.0,41,3,2,0.065215973565792,23908.99,583.1460975609757,1735.82,202.6168422301506,118,2.8780487804878048,10.25,569.2616666666667,1.1388888888888888,VIP
0,3481,vacation_traveler,30,17.0,14,0,2,0.0,19285.39,1377.5278571428569,3036.19,229.58524303282096,84,6.0,3.5,1285.6926666666664,0.7777777777777778,High
0,3660,vacation_traveler,61,56.0,15,0,3,0.0,16266.93,1084.462,1944.87,140.23094628494582,116,7.733333333333333,3.75,1016.683125,0.2631578947368421,High
0,3424,business_traveler,63,9.0,47,5,0,0.0961519970769792,23460.21,499.1534042553191,1406.68,181.8606832505174,129,2.74468085106383,11.75,488.754375,4.7,VIP
1,3412,vacation_traveler,67,118.0,9,1,0,0.0999900009999,10450.11,1161.1233333333334,1766.6,193.51697190792763,54,6.0,2.25,1045.011,0.0756302521008403,Medium
0,2724,business_traveler,60,17.0,24,2,1,0.0740713306914558,13273.97,553.0820833333333,1652.44,198.11599826868252,67,2.7916666666666665,6.0,530.9588,1.3333333333333333,Medium
0,470,vacation_traveler,24,55.0,16,0,1,0.0,17098.489999999998,1068.655625,2118.66,162.84121103608535,105,6.5625,4.0,1005.7935294117646,0.2857142857142857,High
0,3015,business_traveler,23,37.0,20,4,4,0.1428520409985357,10298.909999999998,514.9454999999999,1466.61,183.9058231103016,56,2.8,5.0,490.4242857142857,0.5263157894736842,Medium
0,4638,business_traveler,71,32.0,45,2,1,0.0416657986291952,24331.97,540.7104444444444,1441.08,190.0920305310115,128,2.844444444444445,11.25,528.9558695652174,1.3636363636363635,VIP
0,1398,occasional_visitor,39,96.0,5,0,0,0.0,3324.8600000000006,664.9720000000001,1056.41,174.98342192516185,19,3.8,1.25,554.1433333333334,0.0515463917525773,Low
1,270,vacation_traveler,39,229.0,12,1,0,0.0769171602184447,14721.01,1226.7508333333333,2074.5,186.3395400058227,79,6.583333333333333,3.0,1132.3853846153847,0.0521739130434782,High
1,600,occasional_visitor,48,378.0,4,0,0,0.0,2463.05,615.7625,931.72,144.8767719545909,17,4.25,1.0,492.61,0.0105540897097625,Low
0,2067,business_traveler,23,26.0,50,4,9,0.0634910556975286,21547.99,430.9598,1306.13,168.34235670033829,128,2.56,12.5,422.5096078431373,1.851851851851852,VIP
0,1431,business_traveler,73,27.0,53,8,3,0.1249980469055171,27658.91,521.8662264150944,1781.58,188.15457037707225,147,2.7735849056603774,13.25,512.202037037037,1.8928571428571428,VIP
1,3479,occasional_visitor,54,430.0,2,2,0,0.4998750312421894,1688.61,844.3050000000001,1240.7,129.883085916468,13,6.5,0.5,562.87,0.0046403712296983,Low
1,4753,occasional_visitor,57,430.0,2,0,0,0.0,809.38,404.69,568.66,134.8741876353941,6,3.0,0.5,269.7933333333333,0.0046403712296983,Low
0,4860,vacation_traveler,55,8.0,10,2,0,0.1666527789350887,8824.68,882.4680000000001,1211.11,152.14703194772505,58,5.8,2.5,802.2436363636364,1.1111111111111112,Medium
0,690,vacation_traveler,67,8.0,17,2,3,0.0909049588655061,27096.159999999996,1593.891764705882,2795.12,211.6870961945609,128,7.529411764705882,4.25,1505.3422222222218,1.8888888888888888,VIP
0,1269,business_traveler,37,8.0,42,6,4,0.1153823964923751,20504.8,488.2095238095238,1344.67,173.76801891509393,118,2.8095238095238093,10.5,476.85581395348834,4.666666666666667,High
1,2993,occasional_visitor,52,679.0,2,0,0,0.0,2913.6800000000003,1456.84,1862.24,208.1051353474752,14,7.0,0.5,971.2266666666668,0.0029411764705882,Low
0,2274,business_traveler,49,6.0,54,6,4,0.0937485351791378,31170.08,577.2237037037038,2041.36,193.6017788709387,161,2.9814814814814814,13.5,566.7287272727273,7.714285714285714,VIP
0,1410,business_traveler,47,49.0,60,6,3,0.086955261517949,35593.73999999999,593.2289999999998,1857.24,204.56054850259477,174,2.9,15.0,583.5039344262293,1.2,VIP
0,3848,occasional_visitor,26,41.0,2,0,0,0.0,1578.09,789.0450000000001,960.25,143.4496863921462,11,5.5,0.5,526.0300000000001,0.0476190476190476,Low
0,2981,occasional_visitor,48,231.0,3,0,0,0.0,1727.14,575.7133333333334,1066.41,215.86551681039876,8,2.6666666666666665,0.75,431.785,0.0129310344827586,Low
0,2799,business_traveler,54,4.0,41,3,6,0.0599988000239995,19868.840000000004,484.6058536585367,1337.55,182.28126347464703,109,2.658536585365854,10.25,473.06761904761913,8.2,High
0,2666,vacation_traveler,44,15.0,16,1,1,0.0555524693072607,19243.4,1202.7125,2671.55,188.65893471632629,102,6.375,4.0,1131.9647058823527,1.0,High
1,3248,occasional_visitor,73,1103.0,3,0,0,0.0,1281.75,427.25,652.39,128.16218378162185,10,3.333333333333333,0.75,320.4375,0.0027173913043478,Low
0,4594,occasional_visitor,51,76.0,3,0,2,0.0,2882.7000000000003,960.9,1887.08,205.89243625455327,14,4.666666666666667,0.75,720.6750000000001,0.0389610389610389,Low
1,180,occasional_visitor,55,425.0,3,0,0,0.0,2506.4300000000003,835.4766666666668,1359.88,250.61793820617945,10,3.333333333333333,0.75,626.6075000000001,0.0070422535211267,Low
0,4673,occasional_visitor,72,350.0,2,0,0,0.0,1154.41,577.2049999999999,705.4,128.253527385846,9,4.5,0.5,384.8033333333333,0.0056980056980056,Low
0,1284,vacation_traveler,39,48.0,12,1,1,0.0714234697521605,18229.24,1519.1033333333337,3159.69,207.14810058976605,88,7.333333333333333,3.0,1402.249230769231,0.2448979591836734,High
0,2552,business_traveler,55,79.0,21,1,5,0.0370356653457279,11264.23,536.3919047619048,1499.76,201.1433724397779,56,2.6666666666666665,5.25,512.0104545454546,0.2625,Medium
0,2856,vacation_traveler,53,80.0,14,1,1,0.0624960939941253,15568.54,1112.0385714285717,2508.72,171.0809771321194,91,6.5,3.5,1037.9026666666666,0.1728395061728395,High
0,2334,occasional_visitor,28,222.0,3,0,1,0.0,1877.37,625.79,725.91,117.32829198175112,16,5.333333333333333,0.75,469.3425,0.0134529147982062,Low
0,3456,vacation_traveler,67,41.0,6,1,1,0.1249843769528809,7531.4,1255.2333333333331,2458.89,188.2802929926752,40,6.666666666666667,1.5,1075.9142857142856,0.1428571428571428,Medium
0,3765,business_traveler,66,25.0,37,4,3,0.0909070248403445,18833.77,509.0208108108107,2012.85,177.67539928868592,106,2.864864864864865,9.25,495.6255263157894,1.4230769230769231,High
0,4108,vacation_traveler,41,29.0,15,2,0,0.1176401388153638,20866.05,1391.07,2315.12,217.3524234122561,96,6.4,3.75,1304.128125,0.5,VIP
1,3363,vacation_traveler,29,125.0,12,1,1,0.0714234697521605,16270.990000000002,1355.9158333333337,3177.43,196.0336622450332,83,6.916666666666667,3.0,1251.6146153846155,0.0952380952380952,High
0,930,business_traveler,38,30.0,34,6,2,0.1428537415775815,19189.29,564.3908823529412,1761.4,199.8863553504651,96,2.823529411764706,8.5,548.2654285714286,1.096774193548387,High
1,4628,occasional_visitor,26,395.0,4,0,0,0.0,3444.03,861.0074999999999,1732.09,202.5780836421387,17,4.25,1.0,688.8059999999999,0.0101010101010101,Low
1,4688,vacation_traveler,36,211.0,8,2,0,0.1999800019998,9246.38,1155.7975,2274.28,174.45670836399316,53,6.625,2.0,1027.3755555555556,0.0377358490566037,Medium
0,4619,business_traveler,30,11.0,55,5,6,0.0757564279329101,22741.61,413.48381818181815,1093.59,163.60752800339563,139,2.527272727272728,13.75,406.1001785714285,4.583333333333333,VIP
1,2078,occasional_visitor,42,379.0,2,0,0,0.0,764.3399999999999,382.17,530.16,191.0372406898275,4,2.0,0.5,254.78,0.0052631578947368,Low
0,770,business_traveler,50,7.0,45,3,2,0.0599988000239995,24263.65,539.1922222222222,2206.56,198.88074687912396,122,2.7111111111111112,11.25,527.4706521739131,5.625,VIP
0,3937,business_traveler,21,14.0,48,6,7,0.0983590432943722,26584.39000000001,553.8414583333335,1765.36,202.932725704384,131,2.7291666666666665,12.0,542.5385714285717,3.2,VIP
0,4295,vacation_traveler,70,20.0,14,1,2,0.0588200694076819,16461.680000000004,1175.834285714286,2251.28,198.3311044445248,83,5.928571428571429,3.5,1097.4453333333336,0.6666666666666666,High
1,514,occasional_visitor,39,430.0,4,0,0,0.0,3692.51,923.1275,1871.41,167.833734830235,22,5.5,1.0,738.5020000000001,0.0092807424593967,Medium
0,156,occasional_visitor,59,228.0,3,1,0,0.2499375156210947,1827.01,609.0033333333333,709.67,152.23814682109824,12,4.0,0.75,456.7525,0.0131004366812227,Low
1,3879,occasional_visitor,58,1422.0,2,0,0,0.0,1213.48,606.74,655.15,151.66604174478192,8,4.0,0.5,404.4933333333333,0.0014054813773717,Low
1,1630,occasional_visitor,26,779.0,5,0,0,0.0,3944.920000000001,788.9840000000002,1399.73,219.1500472195989,18,3.6,1.25,657.4866666666668,0.0064102564102564,Medium
1,4556,business_traveler,53,78.0,22,3,4,0.1034447088031447,13948.62,634.0281818181818,1912.55,214.59085244842385,65,2.9545454545454546,5.5,606.4617391304347,0.2784810126582278,High
0,3307,business_traveler,35,62.0,35,5,3,0.1162763656659147,20633.18,589.5194285714284,1623.4,208.41385440551105,99,2.8285714285714287,8.75,573.1438888888888,0.5555555555555556,High
0,4533,business_traveler,58,31.0,26,0,1,0.0,11834.96,455.1907692307692,1792.45,179.31485886577474,66,2.5384615384615383,6.5,438.3318518518518,0.8125,Medium
0,2823,occasional_visitor,60,197.0,3,0,0,0.0,2902.49,967.4966666666666,1705.02,223.25128836243368,13,4.333333333333333,0.75,725.6225,0.0151515151515151,Low
1,683,occasional_visitor,39,531.0,2,0,0,0.0,1192.8200000000002,596.4100000000001,636.19,170.37851735466364,7,3.5,0.5,397.60666666666674,0.0037593984962406,Low
1,4162,vacation_traveler,65,315.0,9,0,0,0.0,10223.179999999998,1135.908888888889,2857.52,192.88654931039036,53,5.888888888888889,2.25,1022.318,0.0284810126582278,Medium
0,1024,occasional_visitor,60,210.0,3,0,1,0.0,1941.19,647.0633333333334,981.2,149.31082224444273,13,4.333333333333333,0.75,485.2975,0.0142180094786729,Low
0,3538,business_traveler,46,27.0,28,1,1,0.033332222259258,13106.05,468.0732142857143,1367.54,177.10639045418304,74,2.642857142857143,7.0,451.9327586206897,1.0,Medium
1,1686,vacation_traveler,46,182.0,18,0,1,0.0,21762.35,1209.0194444444444,2981.42,186.00140169742136,117,6.5,4.5,1145.386842105263,0.0983606557377049,VIP
0,3443,business_traveler,27,73.0,54,7,2,0.111109347470675,28541.20000000001,528.540740740741,2400.53,203.86425811244212,140,2.592592592592593,13.5,518.9309090909093,0.7297297297297297,VIP
0,3186,business_traveler,60,17.0,45,4,0,0.0816309871227117,23277.279999999995,517.2728888888888,1591.26,195.60575121217465,119,2.6444444444444444,11.25,506.0278260869564,2.5,VIP
0,804,business_traveler,39,40.0,18,7,6,0.2257991677687816,12593.94,699.6633333333334,1718.68,196.7772378556585,64,3.555555555555556,4.5,662.838947368421,0.4390243902439024,Medium
1,3268,vacation_traveler,34,371.0,9,2,1,0.1666527789350887,8817.990000000002,979.7766666666668,1919.64,169.57346974096654,52,5.777777777777778,2.25,881.7990000000002,0.0241935483870967,Medium
0,3332,business_traveler,70,76.0,56,4,3,0.0634910556975286,31233.539999999997,557.7417857142856,2434.07,185.9128219474884,168,3.0,14.0,547.956842105263,0.7272727272727273,VIP
0,2672,business_traveler,65,85.0,45,1,4,0.0199996000079998,24870.53,552.6784444444444,1807.28,189.84992480973423,131,2.911111111111111,11.25,540.6636956521739,0.5232558139534884,VIP
1,739,occasional_visitor,27,1054.0,4,0,0,0.0,1912.08,478.02,613.22,136.5673880437112,14,3.5,1.0,382.41600000000005,0.0037914691943127,Low
0,1798,business_traveler,67,4.0,59,2,7,0.0294113321862913,29047.500000000007,492.3305084745764,1577.71,192.3662757200284,151,2.559322033898305,14.75,484.1250000000001,11.8,VIP
0,3617,business_traveler,41,37.0,41,4,3,0.0833315972583904,18000.010000000002,439.0246341463415,1520.96,185.5652003587592,97,2.365853658536585,10.25,428.5716666666667,1.0789473684210529,High
1,1030,vacation_traveler,67,118.0,13,0,2,0.0,16017.369999999995,1232.1053846153843,2289.98,190.68070618206923,84,6.461538461538462,3.25,1144.097857142857,0.1092436974789916,High
0,2373,vacation_traveler,51,10.0,18,1,2,0.047616780153326,16582.100000000002,921.227777777778,2749.57,156.43342987330308,106,5.888888888888889,4.5,872.742105263158,1.6363636363636365,High
0,2634,business_traveler,40,38.0,53,5,4,0.0806438605828938,34527.49,651.4620754716981,2109.86,217.15265941723635,159,3.0,13.25,639.3979629629629,1.358974358974359,VIP
1,3524,occasional_visitor,54,423.0,2,0,3,0.0,1494.34,747.17,1355.09,298.8082383523295,5,2.5,0.5,498.1133333333333,0.0047169811320754,Low
0,2081,business_traveler,43,46.0,49,12,8,0.173910523035898,29743.68,607.0138775510204,2116.53,206.5518989451462,144,2.938775510204082,12.25,594.8736,1.0425531914893618,VIP
0,2736,business_traveler,34,11.0,20,4,0,0.166659722511562,10208.889999999998,510.4444999999999,2682.65,185.612807039872,55,2.75,5.0,486.13761904761895,1.6666666666666667,Medium
1,1139,occasional_visitor,23,576.0,3,0,0,0.0,2456.6800000000003,818.8933333333334,1417.92,136.47464029776123,18,6.0,0.75,614.1700000000001,0.0051993067590987,Low
0,4089,occasional_visitor,74,182.0,3,0,0,0.0,2575.4100000000003,858.4700000000001,962.76,135.5407610125783,19,6.333333333333333,0.75,643.8525000000001,0.0163934426229508,Low
0,2995,business_traveler,61,6.0,52,7,6,0.1076906509130628,27850.08,535.5784615384616,2489.58,192.06819263315427,145,2.7884615384615383,13.0,525.4732075471699,7.428571428571429,VIP
0,1273,business_traveler,55,21.0,44,5,1,0.0999980000399992,25542.64,580.5145454545454,1912.75,204.33948528411773,125,2.840909090909091,11.0,567.6142222222222,2.0,VIP
0,4544,business_traveler,29,80.0,25,1,5,0.0322570239669688,17417.92,696.7167999999999,2067.19,229.18014236654776,76,3.04,6.25,669.92,0.3086419753086419,High
0,1382,occasional_visitor,54,172.0,3,1,1,0.1999600079984003,4021.91,1340.6366666666663,2001.3,251.3536653959127,16,5.333333333333333,0.75,1005.4775,0.0173410404624277,Medium
0,820,business_traveler,71,5.0,34,4,5,0.0930210925327318,19734.7,580.4323529411765,2610.18,193.4755541612337,102,3.0,8.5,563.8485714285714,5.666666666666667,High
0,4938,vacation_traveler,23,49.0,15,4,2,0.1904671206133041,21235.070000000003,1415.6713333333337,3115.17,196.6191979703892,108,7.2,3.75,1327.1918750000002,0.3,VIP
1,671,vacation_traveler,31,212.0,13,0,0,0.0,15881.27,1221.6361538461538,2347.36,206.24758120024416,77,5.923076923076923,3.25,1134.3764285714285,0.0610328638497652,High
1,3191,occasional_visitor,22,1158.0,2,0,0,0.0,2461.53,1230.765,2160.0,223.75511317152984,11,5.5,0.5,820.5099999999999,0.0017256255392579,Low
0,2242,vacation_traveler,53,74.0,17,1,0,0.0555524693072607,18882.42,1110.730588235294,2574.5,186.9528024475005,101,5.941176470588236,4.25,1049.0233333333333,0.2266666666666666,High
0,4164,business_traveler,64,25.0,56,1,5,0.0161287721165787,29259.09,522.48375,1637.69,180.6105517867173,162,2.892857142857143,14.0,513.3173684210526,2.1538461538461537,VIP
1,3437,vacation_traveler,56,262.0,16,4,3,0.1739054823703317,18086.82,1130.42625,1861.49,177.3200262742522,102,6.375,4.0,1063.9305882352942,0.0608365019011406,High
1,4639,vacation_traveler,24,178.0,6,2,1,0.2221975336073769,5621.320000000001,936.8866666666668,2020.93,160.6045541555956,35,5.833333333333333,1.5,803.0457142857143,0.0335195530726257,Medium
1,2053,occasional_visitor,74,239.0,1,2,0,0.6664445184938355,557.67,557.67,557.67,139.38265433641587,4,4.0,0.25,278.835,0.0041666666666666,Low
0,3733,business_traveler,67,20.0,47,3,3,0.0566027056093281,20948.51,445.7129787234042,2085.38,187.03859786966183,112,2.382978723404255,11.75,436.4272916666666,2.238095238095238,VIP
1,1113,vacation_traveler,62,24.0,17,2,4,0.0869527411851658,17637.83,1037.519411764706,2168.82,169.592888529918,104,6.117647058823529,4.25,979.8794444444444,0.68,High
0,2862,business_traveler,23,20.0,30,3,5,0.078945290913397,13110.95,437.0316666666667,2062.73,201.70381994123167,65,2.1666666666666665,7.5,422.93387096774194,1.4285714285714286,Medium
0,648,business_traveler,73,34.0,28,4,2,0.1176435987176847,17325.62,618.7721428571429,2068.85,201.45835513540536,86,3.071428571428572,7.0,597.4351724137931,0.8,High
0,3353,occasional_visitor,64,102.0,4,0,1,0.0,4944.679999999999,1236.1699999999998,1915.03,224.7479660015453,22,5.5,1.0,988.936,0.0388349514563106,Medium
0,3591,occasional_visitor,40,71.0,5,0,0,0.0,3805.62,761.1239999999999,1061.55,152.2187112515499,25,5.0,1.25,634.2699999999999,0.0694444444444444,Medium
0,2564,occasional_visitor,48,83.0,3,0,0,0.0,2904.99,968.33,2072.51,223.4435812629798,13,4.333333333333333,0.75,726.2475000000001,0.0357142857142857,Low
0,3991,business_traveler,67,20.0,41,7,2,0.1399972000559989,18051.630000000005,440.2836585365855,1461.37,164.10423541604172,110,2.682926829268293,10.25,429.8007142857144,1.9523809523809523,High
1,1091,occasional_visitor,25,752.0,3,1,0,0.2499375156210947,4085.64,1361.88,1672.29,255.3365414661583,16,5.333333333333333,0.75,1021.41,0.0039840637450199,Medium
0,37,occasional_visitor,35,22.0,4,0,0,0.0,2613.13,653.2825,1077.1,217.74268810932423,12,3.0,1.0,522.626,0.1739130434782608,Low
0,3684,occasional_visitor,69,331.0,2,0,0,0.0,2559.4,1279.7,1789.94,196.86177986308743,13,6.5,0.5,853.1333333333333,0.0060240963855421,Low
0,2215,business_traveler,37,14.0,31,2,0,0.0606042241144207,16084.289999999995,518.8480645161289,1702.82,217.35233307658,74,2.3870967741935485,7.75,502.6340624999999,2.066666666666667,High
1,1893,occasional_visitor,55,717.0,2,1,1,0.2499375156210947,2023.64,1011.82,1393.94,183.95054995000456,11,5.5,0.5,674.5466666666667,0.0027855153203342,Low
1,4156,occasional_visitor,45,180.0,1,0,1,0.0,381.18,381.18,381.18,127.0176607797401,3,3.0,0.25,190.59,0.005524861878453,Low
0,1812,occasional_visitor,49,59.0,2,0,0,0.0,4397.27,2198.635,2484.53,314.06828083708314,14,7.0,0.5,1465.756666666667,0.0333333333333333,Medium
1,3881,vacation_traveler,67,130.0,15,1,0,0.0624960939941253,19234.09,1282.2726666666667,2896.15,198.28754342738733,97,6.466666666666667,3.75,1202.130625,0.1145038167938931,High
0,4731,occasional_visitor,29,82.0,4,0,0,0.0,2649.4,662.35,857.94,132.46337683115843,20,5.0,1.0,529.88,0.0481927710843373,Low
0,342,occasional_visitor,50,94.0,3,0,0,0.0,2803.73,934.5766666666668,1168.32,186.90287314179056,15,5.0,0.75,700.9325,0.031578947368421,Low
0,542,vacation_traveler,26,52.0,11,1,0,0.0833263894675443,13351.759999999998,1213.7963636363636,2812.76,180.42675098985143,74,6.727272727272728,2.75,1112.6466666666663,0.2075471698113207,Medium
1,3977,occasional_visitor,60,970.0,2,0,0,0.0,830.4300000000001,415.215,692.24,276.71776074641787,3,1.5,0.5,276.81,0.0020597322348094,Low
0,591,occasional_visitor,37,92.0,5,0,0,0.0,3629.3,725.86,1277.01,172.81558021046618,21,4.2,1.25,604.8833333333333,0.053763440860215,Medium
0,3540,vacation_traveler,24,53.0,17,0,1,0.0,26826.449999999997,1578.0264705882348,3379.1,216.34059402746743,124,7.294117647058823,4.25,1490.358333333333,0.3148148148148148,VIP
1,2928,vacation_traveler,48,294.0,9,1,1,0.0909008271975275,9502.01,1055.778888888889,2181.83,186.3102684261093,51,5.666666666666667,2.25,950.201,0.0305084745762711,Medium
0,274,occasional_visitor,45,144.0,1,1,0,0.4997501249375312,310.5,310.5,310.5,155.17241379310346,2,2.0,0.25,155.25,0.0068965517241379,Low
0,2743,business_traveler,48,33.0,50,5,6,0.0819658694119768,25844.86,516.8971999999999,1773.84,201.9113913172553,128,2.56,12.5,506.76196078431366,1.4705882352941178,VIP
0,2209,occasional_visitor,24,95.0,2,0,0,0.0,880.71,440.355,581.0,97.84579491167648,9,4.5,0.5,293.57,0.0208333333333333,Low
0,4973,vacation_traveler,32,6.0,16,0,2,0.0,18225.9,1139.11875,2263.99,185.97667370741112,98,6.125,4.0,1072.1117647058825,2.2857142857142856,High
1,2159,vacation_traveler,25,134.0,16,1,0,0.0588200694076819,21146.88,1321.6799999999998,2499.75,224.96441527217792,94,5.875,4.0,1243.9341176470589,0.1185185185185185,VIP
0,2777,occasional_visitor,49,278.0,3,0,0,0.0,4388.27,1462.756666666667,2085.41,274.2497343916005,16,5.333333333333333,0.75,1097.0675,0.010752688172043,Medium
0,1655,business_traveler,74,61.0,32,3,3,0.078945290913397,15293.51,477.9221875,1397.65,212.4069110151248,72,2.25,8.0,463.43969696969697,0.5161290322580645,High
0,3655,business_traveler,66,32.0,61,4,4,0.0579701743452993,33306.19,546.0031147540984,1938.42,206.86946043813396,161,2.639344262295082,15.25,537.1966129032259,1.8484848484848484,VIP
0,1199,business_traveler,69,8.0,36,1,6,0.0232552731331829,22008.9,611.3583333333332,2096.69,200.07909019008915,110,3.055555555555556,9.0,594.835135135135,4.0,VIP
0,335,vacation_traveler,21,10.0,16,3,4,0.1304291117777488,17887.05,1117.940625,2226.15,194.4223432353996,92,5.75,4.0,1052.179411764706,1.4545454545454546,High
1,3366,vacation_traveler,25,185.0,19,4,0,0.1739054823703317,25172.5,1324.8684210526317,3912.6,206.3302759813444,122,6.421052631578948,4.75,1258.625,0.1021505376344086,VIP
0,4737,occasional_visitor,28,137.0,2,1,0,0.3332222592469177,1256.14,628.0699999999999,989.18,125.6014398560144,10,5.0,0.5,418.7133333333333,0.0144927536231884,Low
0,701,occasional_visitor,46,98.0,4,1,0,0.1999600079984003,4027.95,1006.9875,1736.87,251.73114180363723,16,4.0,1.0,805.5899999999999,0.0404040404040404,Medium
0,4425,vacation_traveler,46,33.0,15,3,0,0.1666574079217821,18257.28,1217.1520000000005,3365.62,188.2174410573087,97,6.466666666666667,3.75,1141.0800000000002,0.4411764705882353,High
0,2420,occasional_visitor,28,128.0,5,0,0,0.0,4161.04,832.208,1401.31,208.041597920104,20,4.0,1.25,693.5066666666667,0.0387596899224806,Medium
1,1134,vacation_traveler,69,123.0,5,1,4,0.0999900009999,5162.900000000001,1032.5800000000002,1984.15,198.56543979077728,26,5.2,1.25,860.4833333333335,0.0403225806451612,Medium
1,4366,vacation_traveler,53,130.0,17,2,3,0.0909049588655061,19641.51,1155.3829411764705,2405.19,192.56193566729732,102,6.0,4.25,1091.195,0.1297709923664122,High
